Article_number	Study	Autor 	Title	Journal	Year_publication	Country	ClimaticZone	Continent	Year_sampling	Sampling_method	NativeHabitat	DisturbedHabitat	FunctionalGroup	Response
10	32	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Pasture	Opportunists	1
10	32	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Pasture	Generalized Myrmicinae	NA
10	32	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Pasture	Subordinate Camponotini	NA
10	32	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Pasture	Hot-climate specialists	-1
10	33	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Polyculture	Dominant Dolichoderinae	-1
10	33	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Polyculture	Opportunists	1
10	33	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Polyculture	Generalized Myrmicinae	NA
10	33	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Polyculture	Subordinate Camponotini	NA
10	33	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Polyculture	Hot-climate specialists	NA
10	34	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Pasture	Dominant Dolichoderinae	-1
10	34	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Pasture	Opportunists	1
10	34	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Pasture	Generalized Myrmicinae	NA
10	34	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Pasture	Subordinate Camponotini	NA
10	34	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Pasture	Hot-climate specialists	NA
10	35	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Polyculture	Dominant Dolichoderinae	-1
10	35	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Polyculture	Opportunists	1
10	35	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Polyculture	Generalized Myrmicinae	NA
10	35	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Polyculture	Subordinate Camponotini	NA
10	35	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Polyculture	Hot-climate specialists	NA
10	36	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Pasture	Dominant Dolichoderinae	-1
10	36	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Pasture	Opportunists	1
10	36	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Pasture	Generalized Myrmicinae	NA
10	36	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Pasture	Subordinate Camponotini	NA
10	36	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Pasture	Hot-climate specialists	NA
10	37	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Polyculture	Dominant Dolichoderinae	1
10	37	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Polyculture	Opportunists	1
10	37	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Polyculture	Generalized Myrmicinae	-1
10	37	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Polyculture	Subordinate Camponotini	-1
10	37	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Polyculture	Hot-climate specialists	NA
10	38	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Pasture	Dominant Dolichoderinae	1
10	38	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Pasture	Opportunists	1
10	38	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Pasture	Generalized Myrmicinae	-1
10	38	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Pasture	Subordinate Camponotini	-1
10	38	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Pasture	Hot-climate specialists	NA
10	39	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Polyculture	Dominant Dolichoderinae	-1
10	39	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Polyculture	Opportunists	1
10	39	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Polyculture	Generalized Myrmicinae	NA
10	39	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Polyculture	Subordinate Camponotini	NA
10	39	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Polyculture	Hot-climate specialists	NA
10	40	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Pasture	Dominant Dolichoderinae	-1
10	40	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Pasture	Opportunists	1
10	40	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Pasture	Generalized Myrmicinae	1
10	40	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Pasture	Subordinate Camponotini	NA
10	40	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Pasture	Hot-climate specialists	NA
11	41	"Gollan, John R.; de Bruyn, Lisa Lobry; Reid, Nick; Smith, Derek; Wilkie, Lance"	Can ants be used as ecological indicators of restoration progress in dynamic environments? A case study in a revegetated riparian zone	ECOLOGICAL INDICATORS	2011	Australia	Temperate	Oceania	2004	Pitfall traps	Woodland	Pasture	Dominant Dolichoderinae	1
11	41	"Gollan, John R.; de Bruyn, Lisa Lobry; Reid, Nick; Smith, Derek; Wilkie, Lance"	Can ants be used as ecological indicators of restoration progress in dynamic environments? A case study in a revegetated riparian zone	ECOLOGICAL INDICATORS	2011	Australia	Temperate	Oceania	2004	Pitfall traps	Woodland	Pasture	Subordinate Camponotini	-1
11	41	"Gollan, John R.; de Bruyn, Lisa Lobry; Reid, Nick; Smith, Derek; Wilkie, Lance"	Can ants be used as ecological indicators of restoration progress in dynamic environments? A case study in a revegetated riparian zone	ECOLOGICAL INDICATORS	2011	Australia	Temperate	Oceania	2004	Pitfall traps	Woodland	Pasture	Hot-climate specialists	1
11	41	"Gollan, John R.; de Bruyn, Lisa Lobry; Reid, Nick; Smith, Derek; Wilkie, Lance"	Can ants be used as ecological indicators of restoration progress in dynamic environments? A case study in a revegetated riparian zone	ECOLOGICAL INDICATORS	2011	Australia	Temperate	Oceania	2004	Pitfall traps	Woodland	Pasture	Cold-climate specialists	-1
11	41	"Gollan, John R.; de Bruyn, Lisa Lobry; Reid, Nick; Smith, Derek; Wilkie, Lance"	Can ants be used as ecological indicators of restoration progress in dynamic environments? A case study in a revegetated riparian zone	ECOLOGICAL INDICATORS	2011	Australia	Temperate	Oceania	2004	Pitfall traps	Woodland	Pasture	Tropical-climate specialists	-1
11	41	"Gollan, John R.; de Bruyn, Lisa Lobry; Reid, Nick; Smith, Derek; Wilkie, Lance"	Can ants be used as ecological indicators of restoration progress in dynamic environments? A case study in a revegetated riparian zone	ECOLOGICAL INDICATORS	2011	Australia	Temperate	Oceania	2004	Pitfall traps	Woodland	Pasture	Cryptic species	-1
11	41	"Gollan, John R.; de Bruyn, Lisa Lobry; Reid, Nick; Smith, Derek; Wilkie, Lance"	Can ants be used as ecological indicators of restoration progress in dynamic environments? A case study in a revegetated riparian zone	ECOLOGICAL INDICATORS	2011	Australia	Temperate	Oceania	2004	Pitfall traps	Woodland	Pasture	Opportunists	-1
11	41	"Gollan, John R.; de Bruyn, Lisa Lobry; Reid, Nick; Smith, Derek; Wilkie, Lance"	Can ants be used as ecological indicators of restoration progress in dynamic environments? A case study in a revegetated riparian zone	ECOLOGICAL INDICATORS	2011	Australia	Temperate	Oceania	2004	Pitfall traps	Woodland	Pasture	Generalized Myrmicinae	1
11	41	"Gollan, John R.; de Bruyn, Lisa Lobry; Reid, Nick; Smith, Derek; Wilkie, Lance"	Can ants be used as ecological indicators of restoration progress in dynamic environments? A case study in a revegetated riparian zone	ECOLOGICAL INDICATORS	2011	Australia	Temperate	Oceania	2004	Pitfall traps	Woodland	Pasture	Predators	-1
11	42	"Gollan, John R.; de Bruyn, Lisa Lobry; Reid, Nick; Smith, Derek; Wilkie, Lance"	Can ants be used as ecological indicators of restoration progress in dynamic environments? A case study in a revegetated riparian zone	ECOLOGICAL INDICATORS	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Woodland	Pasture	Dominant Dolichoderinae	1
11	42	"Gollan, John R.; de Bruyn, Lisa Lobry; Reid, Nick; Smith, Derek; Wilkie, Lance"	Can ants be used as ecological indicators of restoration progress in dynamic environments? A case study in a revegetated riparian zone	ECOLOGICAL INDICATORS	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Woodland	Pasture	Subordinate Camponotini	-1
11	42	"Gollan, John R.; de Bruyn, Lisa Lobry; Reid, Nick; Smith, Derek; Wilkie, Lance"	Can ants be used as ecological indicators of restoration progress in dynamic environments? A case study in a revegetated riparian zone	ECOLOGICAL INDICATORS	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Woodland	Pasture	Hot-climate specialists	1
11	42	"Gollan, John R.; de Bruyn, Lisa Lobry; Reid, Nick; Smith, Derek; Wilkie, Lance"	Can ants be used as ecological indicators of restoration progress in dynamic environments? A case study in a revegetated riparian zone	ECOLOGICAL INDICATORS	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Woodland	Pasture	Cold-climate specialists	1
11	42	"Gollan, John R.; de Bruyn, Lisa Lobry; Reid, Nick; Smith, Derek; Wilkie, Lance"	Can ants be used as ecological indicators of restoration progress in dynamic environments? A case study in a revegetated riparian zone	ECOLOGICAL INDICATORS	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Woodland	Pasture	Tropical-climate specialists	-1
11	42	"Gollan, John R.; de Bruyn, Lisa Lobry; Reid, Nick; Smith, Derek; Wilkie, Lance"	Can ants be used as ecological indicators of restoration progress in dynamic environments? A case study in a revegetated riparian zone	ECOLOGICAL INDICATORS	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Woodland	Pasture	Cryptic species	-1
11	42	"Gollan, John R.; de Bruyn, Lisa Lobry; Reid, Nick; Smith, Derek; Wilkie, Lance"	Can ants be used as ecological indicators of restoration progress in dynamic environments? A case study in a revegetated riparian zone	ECOLOGICAL INDICATORS	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Woodland	Pasture	Opportunists	-1
11	42	"Gollan, John R.; de Bruyn, Lisa Lobry; Reid, Nick; Smith, Derek; Wilkie, Lance"	Can ants be used as ecological indicators of restoration progress in dynamic environments? A case study in a revegetated riparian zone	ECOLOGICAL INDICATORS	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Woodland	Pasture	Generalized Myrmicinae	1
11	42	"Gollan, John R.; de Bruyn, Lisa Lobry; Reid, Nick; Smith, Derek; Wilkie, Lance"	Can ants be used as ecological indicators of restoration progress in dynamic environments? A case study in a revegetated riparian zone	ECOLOGICAL INDICATORS	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Woodland	Pasture	Predators	NA
12	43	"Yates, Michelle; Andrew, Nigel R."	Comparison of ant community composition across different land-use types: assessing morphological traits with more common methods	AUSTRALIAN JOURNAL OF ENTOMOLOGY	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Woodland	Monoculture	Opportunists	-1
12	43	"Yates, Michelle; Andrew, Nigel R."	Comparison of ant community composition across different land-use types: assessing morphological traits with more common methods	AUSTRALIAN JOURNAL OF ENTOMOLOGY	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Woodland	Monoculture	Hot-climate specialists	-1
12	43	"Yates, Michelle; Andrew, Nigel R."	Comparison of ant community composition across different land-use types: assessing morphological traits with more common methods	AUSTRALIAN JOURNAL OF ENTOMOLOGY	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Woodland	Monoculture	Generalized Myrmicinae	1
12	43	"Yates, Michelle; Andrew, Nigel R."	Comparison of ant community composition across different land-use types: assessing morphological traits with more common methods	AUSTRALIAN JOURNAL OF ENTOMOLOGY	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Woodland	Monoculture	Subordinate Camponotini	-1
12	43	"Yates, Michelle; Andrew, Nigel R."	Comparison of ant community composition across different land-use types: assessing morphological traits with more common methods	AUSTRALIAN JOURNAL OF ENTOMOLOGY	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Woodland	Monoculture	Dominant Dolichoderinae	-1
12	44	"Yates, Michelle; Andrew, Nigel R."	Comparison of ant community composition across different land-use types: assessing morphological traits with more common methods	AUSTRALIAN JOURNAL OF ENTOMOLOGY	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Grassland	Monoculture	Opportunists	-1
12	44	"Yates, Michelle; Andrew, Nigel R."	Comparison of ant community composition across different land-use types: assessing morphological traits with more common methods	AUSTRALIAN JOURNAL OF ENTOMOLOGY	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Grassland	Monoculture	Hot-climate specialists	-1
12	44	"Yates, Michelle; Andrew, Nigel R."	Comparison of ant community composition across different land-use types: assessing morphological traits with more common methods	AUSTRALIAN JOURNAL OF ENTOMOLOGY	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Grassland	Monoculture	Generalized Myrmicinae	1
12	44	"Yates, Michelle; Andrew, Nigel R."	Comparison of ant community composition across different land-use types: assessing morphological traits with more common methods	AUSTRALIAN JOURNAL OF ENTOMOLOGY	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Grassland	Monoculture	Subordinate Camponotini	-1
12	44	"Yates, Michelle; Andrew, Nigel R."	Comparison of ant community composition across different land-use types: assessing morphological traits with more common methods	AUSTRALIAN JOURNAL OF ENTOMOLOGY	2011	Australia	Temperate	Oceania	2006	Pitfall traps	Grassland	Monoculture	Dominant Dolichoderinae	-1
13	45	"Nakamura, Akihiro; Catterall, Carla P.; House, Alan P. N.; Kitching, Roger L.; Burwell, Chris J."	The use of ants and other soil and litter arthropods as bio-indicators of the impacts of rainforest clearing and subsequent land use	JOURNAL OF INSECT CONSERVATION	2007	Australia	Temperate	Oceania	2003	Leaf litter and surface soil samples - Tullgren funnels	Tropical and subtropical rainforest	Pasture	Predators	-1
13	45	"Nakamura, Akihiro; Catterall, Carla P.; House, Alan P. N.; Kitching, Roger L.; Burwell, Chris J."	The use of ants and other soil and litter arthropods as bio-indicators of the impacts of rainforest clearing and subsequent land use	JOURNAL OF INSECT CONSERVATION	2007	Australia	Temperate	Oceania	2003	Leaf litter and surface soil samples - Tullgren funnels	Tropical and subtropical rainforest	Pasture	Generalized Myrmicinae	NA
13	45	"Nakamura, Akihiro; Catterall, Carla P.; House, Alan P. N.; Kitching, Roger L.; Burwell, Chris J."	The use of ants and other soil and litter arthropods as bio-indicators of the impacts of rainforest clearing and subsequent land use	JOURNAL OF INSECT CONSERVATION	2007	Australia	Temperate	Oceania	2003	Leaf litter and surface soil samples - Tullgren funnels	Tropical and subtropical rainforest	Pasture	Tropical-climate specialists	-1
13	45	"Nakamura, Akihiro; Catterall, Carla P.; House, Alan P. N.; Kitching, Roger L.; Burwell, Chris J."	The use of ants and other soil and litter arthropods as bio-indicators of the impacts of rainforest clearing and subsequent land use	JOURNAL OF INSECT CONSERVATION	2007	Australia	Temperate	Oceania	2003	Leaf litter and surface soil samples - Tullgren funnels	Tropical and subtropical rainforest	Pasture	Cold-climate specialists	-1
13	45	"Nakamura, Akihiro; Catterall, Carla P.; House, Alan P. N.; Kitching, Roger L.; Burwell, Chris J."	The use of ants and other soil and litter arthropods as bio-indicators of the impacts of rainforest clearing and subsequent land use	JOURNAL OF INSECT CONSERVATION	2007	Australia	Temperate	Oceania	2003	Leaf litter and surface soil samples - Tullgren funnels	Tropical and subtropical rainforest	Pasture	Dominant Dolichoderinae	NA
13	45	"Nakamura, Akihiro; Catterall, Carla P.; House, Alan P. N.; Kitching, Roger L.; Burwell, Chris J."	The use of ants and other soil and litter arthropods as bio-indicators of the impacts of rainforest clearing and subsequent land use	JOURNAL OF INSECT CONSERVATION	2007	Australia	Temperate	Oceania	2003	Leaf litter and surface soil samples - Tullgren funnels	Tropical and subtropical rainforest	Pasture	Opportunists	1
13	46	"Nakamura, Akihiro; Catterall, Carla P.; House, Alan P. N.; Kitching, Roger L.; Burwell, Chris J."	The use of ants and other soil and litter arthropods as bio-indicators of the impacts of rainforest clearing and subsequent land use	JOURNAL OF INSECT CONSERVATION	2007	Australia	Temperate	Oceania	2003	Pitfall traps	Tropical and subtropical rainforest	Pasture	Predators	-1
13	46	"Nakamura, Akihiro; Catterall, Carla P.; House, Alan P. N.; Kitching, Roger L.; Burwell, Chris J."	The use of ants and other soil and litter arthropods as bio-indicators of the impacts of rainforest clearing and subsequent land use	JOURNAL OF INSECT CONSERVATION	2007	Australia	Temperate	Oceania	2003	Pitfall traps	Tropical and subtropical rainforest	Pasture	Generalized Myrmicinae	-1
13	46	"Nakamura, Akihiro; Catterall, Carla P.; House, Alan P. N.; Kitching, Roger L.; Burwell, Chris J."	The use of ants and other soil and litter arthropods as bio-indicators of the impacts of rainforest clearing and subsequent land use	JOURNAL OF INSECT CONSERVATION	2007	Australia	Temperate	Oceania	2003	Pitfall traps	Tropical and subtropical rainforest	Pasture	Tropical-climate specialists	-1
13	46	"Nakamura, Akihiro; Catterall, Carla P.; House, Alan P. N.; Kitching, Roger L.; Burwell, Chris J."	The use of ants and other soil and litter arthropods as bio-indicators of the impacts of rainforest clearing and subsequent land use	JOURNAL OF INSECT CONSERVATION	2007	Australia	Temperate	Oceania	2003	Pitfall traps	Tropical and subtropical rainforest	Pasture	Cold-climate specialists	-1
13	46	"Nakamura, Akihiro; Catterall, Carla P.; House, Alan P. N.; Kitching, Roger L.; Burwell, Chris J."	The use of ants and other soil and litter arthropods as bio-indicators of the impacts of rainforest clearing and subsequent land use	JOURNAL OF INSECT CONSERVATION	2007	Australia	Temperate	Oceania	2003	Pitfall traps	Tropical and subtropical rainforest	Pasture	Dominant Dolichoderinae	-1
13	46	"Nakamura, Akihiro; Catterall, Carla P.; House, Alan P. N.; Kitching, Roger L.; Burwell, Chris J."	The use of ants and other soil and litter arthropods as bio-indicators of the impacts of rainforest clearing and subsequent land use	JOURNAL OF INSECT CONSERVATION	2007	Australia	Temperate	Oceania	2003	Pitfall traps	Tropical and subtropical rainforest	Pasture	Opportunists	1
14	47	"Schnell, MR; Pik, AJ; Dangerfield, JM"	Ant community succession within eucalypt plantations on used pasture and implications for taxonomic sufficiency in biomonitoring	AUSTRAL ECOLOGY	2003	Australia	Temperate	Oceania	2001	Pitfall traps	Woodland	Monoculture	Dominant Dolichoderinae	1
14	47	"Schnell, MR; Pik, AJ; Dangerfield, JM"	Ant community succession within eucalypt plantations on used pasture and implications for taxonomic sufficiency in biomonitoring	AUSTRAL ECOLOGY	2003	Australia	Temperate	Oceania	2001	Pitfall traps	Woodland	Monoculture	Subordinate Camponotini	1
14	47	"Schnell, MR; Pik, AJ; Dangerfield, JM"	Ant community succession within eucalypt plantations on used pasture and implications for taxonomic sufficiency in biomonitoring	AUSTRAL ECOLOGY	2003	Australia	Temperate	Oceania	2001	Pitfall traps	Woodland	Monoculture	Hot-climate specialists	1
14	47	"Schnell, MR; Pik, AJ; Dangerfield, JM"	Ant community succession within eucalypt plantations on used pasture and implications for taxonomic sufficiency in biomonitoring	AUSTRAL ECOLOGY	2003	Australia	Temperate	Oceania	2001	Pitfall traps	Woodland	Monoculture	Opportunists	-1
